actor,date,external_actors,text_en
KNU,11/04/2025 18:26,"China, Thailand","Five Chinese drone experts arrive in Beit-Tawei district to help military council

April 11, 2025. KIC 

Five Chinese drone experts are arriving in Beit-Tawei district to help the KNU-Karen National Union, Brigade-4, a district official said.

The district official said that while the military council had previously used fewer drone attacks in the district, drone attacks have increased recently. In addition, drone attacks have increased in recent days to control the Maw Taung Road, a trade route between Thailand and Myanmar, which is under the control of the KNU, Brigade-4, the district official said.

The five Chinese drone experts arrived at the military council’s forward camp, the Infantry Battalion-571, on April 9, Beit-Tawei district secretary Pado Saw Ain told KIC.

In addition, the drone experts are conducting military operations with drones and conducting reconnaissance and firing at the places where the revolutionary joint forces are located, Pado Saw Al-Ta said.

He said, “Compared to the past, the military council has been using drones a lot. In the past, the military council did not have much drone expertise. That is why we went back and studied it and according to the information sent by the ground, they were conducting reconnaissance and firing with drones from the camp where the five Chinese arrived on the 9th,” he told KIC.

When the military council forces arrived at Thikho village to go to the Maw Taung border, they were intercepted by the Karen National Liberation Army-KNLA, Battalion 11, and were unable to advance and were near the village.

Therefore, the military council members in the vicinity of Thikho village, who were unable to advance, are conducting reconnaissance and bombing attacks on the places where the revolutionary joint forces are located, as well as bombing from the air.

The KNU Brigade-4 reported that 12 members of the military council were killed and injured near Thikho village, where heavy fighting broke out between the two sides from April 8 to 10.

The military council has declared a 20-day ceasefire to allow for relief efforts during the earthquake in Myanmar, but the airstrikes continue day and night in areas controlled by ethnic groups on the ground, causing many adults, youth, and children to be killed every day."
KNU,16/04/2025 19:43,ASEAN,"ASEAN and military leaders express concern over upcoming meeting, urge all groups to provide humanitarian assistance

April 16, 2025. KIC 

Concerned about the upcoming meeting of ASEAN leaders and military leader Min Aung Hlaing in Bangkok, the revolutionary groups today expressed their concern over the upcoming meeting of ASEAN leaders and military leader Min Aung Hlaing in Bangkok, urging all groups in the areas controlled by the NUG and ethnic resistance forces to provide humanitarian assistance. 

The statement was made by the top revolutionary groups ahead of the upcoming meeting of ASEAN Chairman Malaysia’s Prime Minister Anwar Ibrahim and military leader Min Aung Hlaing in Bangkok on April 17. 

The statement was signed by the National Unity Government (NUG), KNU-Karen National Union, Karenni National Progressive Party (KNPP), Chin National Front (CNF), All Burma Students Democratic Front (ABSDF), The statement said the military leaders were targeting innocent civilians with weapons purchased with the country’s own funds during the Myanmar New Year (Thingyan), and that they were only able to control about 22 percent of the country’s territory, the statement said. 

The statement also said that the military council had blatantly violated the five-point ASEAN Common Understanding, which is a fundamental principle of the immediate cessation of violence, despite being agreed upon in the presence of ASEAN leaders. 

It was further pointed out that the military council is not the only body that controls the country’s sovereignty, and that the country’s sovereignty is not directly administered from Nay Pyi Taw, but has been transferred to the people in various areas. 

Therefore, the statement said that instead of providing humanitarian aid directly to the military regime, it is necessary to connect with all stakeholders so that aid programs can reach the people affected by the war. 

It also pointed out that the unilateral election of the military council at a time when reconstruction due to war and natural disasters should be given priority to resolve the Myanmar issue. 

The revolutionary groups urged that special attention should be paid to unilateral relations with the military leadership in order to ensure a Myanmar-Owned and Myanmar-led process that reflects the wishes and expectations of the people in order to achieve long-term and sustainable peace in Burma."
KNU,18/04/2025 18:48,Thailand,"Cargo trucks diverted to Nabu-Thilong road due to Kyongdo fighting 

April 18, 2025. KIC 

Cargo trucks on the Thai-Myanmar border have been diverted to the Myawaddy-Thok Kaew-Nabu-Thilong road due to fighting along the Kyongdo-Kaw Krait Asian Highway during the past Thingyan period, truck drivers said. 

Following the current fighting, the military council has deployed a large number of forces from Jaing Village to the Kyaung Kae intersection on the Asian Highway, and is preparing a defense on the Hpa-an side of the Jaing Bridge, preventing cargo trucks from passing through, a freight transporter said. 

“They are preparing for war at Jaing Bridge. They have heavy weapons, machine guns, snipers, so they will be shot at, burned, and big cars will not dare to pass. The displaced villagers only go by motorbikes, jeeps, and family cars. Big trucks do not go. They go down the Nabu-Thilon road and enter Hpa-an,” said a Myawaddy freight transport organizer.

So far, the Karen National Liberation Army-KNLA and PDF allied forces have controlled the military council gates in Kyondo-Kaw Wale, Nyaung Chan Kone, Lay Taing, and Htaing villages, as well as the breakaway DKBA Bo Bi Gate and Yin Kwe Taung military council gates, and are clearing the area, a joint military source said. 

The military council also has control of the Ko Taing customs gate near the Kawkareik-Nabu road junction, The SK-12 and 546 troops have been bombing and shelling nearby villages from April 17 to the morning of April 18 to prevent them from being attacked. 

Traders in Myawaddy said that due to these conditions, the flow of goods may be stopped. 

“The Asian Road Kyongdo Jaing Bridge is not safe, so we have to go to the Nabu-Thilong road. Now that the Nabu-Thilong side is also being bombed by aircraft and artillery, Thai goods trucks will have to go to the Mae Thaw-Hlaing Bwe road. If there is a full-scale battle, all the goods may be stopped. There are cars left in Myawaddy to get off, and the mountain roads are convenient. It is difficult to continue if you go down,” said a Myawaddy goods truck organizer. 

Due to the fighting, Thai cargo trucks are currently transporting Thai goods from Myawaddy via Dawna Taung Road, Toh Kaw Koe Road, and BGF 1018 Khaw Taung Road, passing through the Nabu-Daw Laeng section and heading towards Hpa-an, according to cargo drivers."
KNU,19/04/2025 17:34,Thailand,"Over 200 Kawkareik residents flee to Thai border due to fighting

April 19, 2025. KIC 

Over 200 Kawkareik residents fled to the Thai-Myanmar border, in Mae Lam, Thailand, on the morning of April 19, according to those assisting the displaced. 

Fighting has been ongoing in Kyondo-Kawkareik Township since last Thingyan, and the military council has been bombing villages and firing artillery, forcing villagers to flee to nearby areas, and the displaced are now reaching the Thai border, according to a person assisting the displaced. 

“Over 200 Kawkareik displaced people have now arrived in Mae Lam. They have been sheltered in a monastery by the Thai side,” said a person assisting the displaced. 

The military council dropped nearly 100 bombs from the air in Kyongdaw-Kawkareik township from April 14 to 18, and about 20,000 locals from more than 40 villages in the area have fled to villages in Hpa-an and Mawlamyine that have not yet been hit, said a person assisting displaced persons on the ground. 

“There are about 40,000 people in the whole of Kawkareik who are fleeing the war. They have been dropping artillery and airstrikes and have been dropping bombs since then, so they don’t dare to stay. Now, Tha Khai Htaw village has been bombed twice, and they are running towards Thailand. There are about 200 people who have reached Mae Ramat, and the rest are in Mon villages, Karen villages, Pa-O villages and urban areas, so there are about 20,000 people,” he said. 

In addition, some displaced persons have fled to Mawlamyine, Hpa-an, A refugee aid worker in Kyongdaw Township said that refugees who have fled to Myawaddy and cannot afford to go to the city are taking refuge in monasteries and nunneries. 

Refugee aid workers are currently working to provide food, shelter and assistance to refugees in monasteries, nunneries and schools in the Manikone, Yomahar and Shwephyu, Thamanya, Mon Kyaung, Khaya, Thanhle, and Eindu areas of the Jaing village tract, where the largest number of refugees are currently sheltering."
KNU,21/04/2025 23:01,UN,"Over 30 dead in Obo Prison due to earthquake, injured denied treatment

April 21, 2025. KIC 

Seven (7) organizations assisting political prisoners reported yesterday (April 20) that over 30 prisoners, including political prisoners, died in the earthquake that struck Obo Prison in Mandalay Region on March 28.

Out of the more than 280 injured in the earthquake in Obo Prison, at least (30) prisoners, including 10 male and 10 female political prisoners, died, and the damage on the ground is likely to be more extensive, the statement said.

The statement said that so far, political prisoners who suffered badly from the earthquake have not received humanitarian assistance from local, international and international organizations, and those who have suffered severe physical and psychological injuries have not received adequate medical treatment in prison.

PPNM’s steering committee member Ko Thaik Htun Oo told KIC, “Since basic medical supplies are not sufficient, the affected prisoners are being treated at their own expense. We would like to urge international organizations to pay special attention to the Myanmar earthquake and not to leave prisons behind and provide effective assistance.”

In addition, the military council has suppressed news of deaths in prisons, forcing them to live in buildings damaged by the earthquake, and threatening to transfer political prisoners who disobey to Tharyarwady Prison.

Therefore, the joint statement of the groups calls on international human rights organizations, including the United Nations, to continuously monitor and pressure the military council’s brutal repression of political prisoners in Myanmar’s prisons.

The statement was jointly issued by the All Myanmar Political Prisoners Network (PPNM), the Political Prisoners Assistance Association (AAPP), the Karenni Political Prisoners Association (KPPA), the Women’s Political Prisoners Organization (WOPP), the Former Political Prisoners Organization (FPPS), the Nwee Taman Naing/Kyin Assistance Organization, and the Prison Letter Writing Organization."
KNU,22/04/2025 20:54,Thailand,"Military Council Airlifts Htee Khe Camp After Fall of Htee Hta Camp

April 22, 2025. KIC 

The Military Council in the KNU-Karen National Union, Beit-Dawei District, Brigade (4) Htee Khe Border has been heavily reinforced by air after the fall of Htee Hta Camp, according to a local military source.

The military council airlifted into the camp yesterday, April 21, and also bombed Htee Khe village.

Two aircraft landed on April 17, bringing in more than 60 troops, and more reinforcements were sent in yesterday, April 21, according to a military source.

He told KIC, “On the 17th, three planes landed. Only two of them landed from this side. The other one went back. Then the other day, they kept dropping people because they kept dropping people. Yesterday, they kept dropping people again. I don’t know how many people they dropped. It is estimated that there are about 100 troops landing at Htet Khe camp now.”

Htet Hta camp and Htet Khe camp are only about 6 miles apart, and in addition to the current Military Council Htet Khe camp, there are also airlifts to Phan Rang Ni camp and Bodhi camp.

Htet Hta strategic camp was attacked by the KNLA’s 4th Brigade and the allied rebel forces on April 12 and was captured by the KNLA on April 19.

In the battle to capture the camp, the Coastal Post Command, Nearly 100 members of the military council, including the strategic commander, were killed, and the military council carried out no fewer than 30 airstrikes during the eight-day siege, according to local military sources.

Despite warnings from the Thai military, the military council dropped bombers into Thailand's Kanchanaburi province, according to Thai news reports."
KNU,23/04/2025 01:03,Thailand,"All IDPs fleeing to Thailand after capture of Maw Pa Thu camp return home

April 22, 2025. KIC 

All IDPs fleeing to Thailand after the fall of the Military Council’s Maw Pa Thu camp in the Karen National Union-KNU Brigade (7) area of ​​Myawaddy Township, Karen State, returned home today, April 22, according to Thai media reports.

The military council’s camp in Maw Pa Thu village, near the Thai-Myanmar border, was completely captured by the Karen National Liberation Army-KNLA joint forces on April 19.

During the battle to capture the camp, the military council used artillery and airstrikes on civilian villages, so 247 locals are taking refuge in a Thai monastery on the other side of the Thaung Rin River in Mae Ramat Township.

On April 20, as the situation in the area stabilized, Thai authorities escorted (117) displaced persons back to their homes, while the remaining (130) are still in shelters.

Therefore, today, after inspecting the security situation along the border, authorities and officials in Tak Province inspected the security situation and returned all the remaining displaced persons who wanted to return home.

Currently, the situation in the border area has calmed down after the KNLA captured the camp, but due to the ongoing fighting in the area of ​​​​the 7th Brigade, the Thai side is responsible for monitoring border security and increasing security forces 24 hours a day, according to Thai media reports."
KNU,23/04/2025 13:34,China,"China Says It Will Stop Fighting in Northern Myanmar, Continue Border Peace

April 23, 2025. KIC 

China will work with all parties in Myanmar to stop fighting in northern Myanmar, maintain border peace and stability, said Mr. Guo Jiakun, spokesperson for the Ministry of Foreign Affairs, at a regular press conference on April 22.

He made the remarks in response to a question about the Chinese government’s involvement in the capture of Lashio, northern Shan State, by the Myanmar National Democratic Alliance Army (MNDAA) on July 26, 2024, and its handover to the military council on April 22, 2025.

“The next step is for China to continue to advance the Kunming Peace Dialogue process. We will continue to hold talks to stop fighting in northern Myanmar, and Myanmar will work with all parties to maintain peace and stability on the China-Myanmar border,” Mr. Guo Jiakun said.

In addition, China and Myanmar are traditional partners, and maintaining peace and stability in northern Myanmar is in the interests of both countries and the peoples of both countries, and China respects Myanmar’s sovereignty and territorial integrity, the Chinese Foreign Ministry spokesman added.

In addition, at the joint invitation of the MNDAA and the Military Council to implement the agreements reached at the Kunming Peace Talks, China will send a ceasefire monitoring team to Lashio to witness the handover of the city, the Chinese government said.

However, it has not yet been made clear how long the Chinese ceasefire monitoring team will remain in Lashio.

A political observer noted that there is a sufficient agreement to return the city of Lashio after the capture of the city by the Kokang Army (MNDAA), but the two parties have not yet issued an agreement, so we will have to wait and see before commenting.

The military council administration has returned to Lashio, which has been occupied by the MNDAA for nearly nine months, since April 21, and the military council troops returned on April 22, according to local news reports."
KNU,23/04/2025 20:25,"Thailand, West","Over $1 million urgently needed to provide food to 50,000 war-affected people in Karen State

April 23, 2025. KIC 

The Karen Peace Support Network-KPSN announced yesterday (April 22) that it urgently needs over $1 million to provide food for 50,000 (fifty thousand) war-affected people in the Karen National Union-KNU-controlled areas of Kawthule for three months.

KNU- During the fighting between the junta and the joint junta forces in Doo Plaraya District, Brigade (6) Area, Kyondo-Kawkareik Road, which began on April 15, the junta has been targeting villages, homes and religious buildings where civilians live, and the locals are still fleeing to nearby areas due to aerial bombardments by the junta.

The junta’s heavy weapons, KPSN said that the 50,000 displaced people who have not yet returned to their homes due to the increased airstrikes are in need of emergency food and humanitarian assistance.

KPSN Director Naw Wak Khushi said, “The airstrikes by the military council are very intense. According to our information, more than 30,000 people have fled in Brigade 6 and more than 20,000 in Brigade 7. The average cost of food for these displaced households is, as we say, 54 million Thai baht. This is the estimated cost for three months,” she told KIC.

In addition to the emergency food needed for the displaced, Naw Wak Khushi added that local and international organizations and individuals can contribute to the provision of personal items, shelter and food for the displaced.

In addition, the statement said that the airstrikes by the military council have killed and injured many local residents, and damaged civilian homes, schools and monasteries.

Currently, the Kawkareik and Kyondo areas are surrounded by the revolutionary forces, and the military council is still reinforcing the area, and the fighting between the two sides continues to this day.

The Karen Peace Support Network (KPSN) is a network of over 20 Karen civil society organizations. Its members are civil society organizations that have been providing humanitarian assistance to internally displaced persons (IDPs) for decades."
KNU,25/04/2025 19:34,Thailand,"Myeik PKK warns crony businessmen recruiting soldiers for military council

April 25, 2025. KIC 

The Myeik Township People’s Defense Force issued a warning yesterday that action will be taken against Myeik crony business groups that are involved in transporting illegal military conscripts who were deported from Thailand to Myeik Township by water, if they continue to operate under the military council.

The Myeik District Business Groups, such as Thita, Ngwe Zin Yaw, Htoo Htoo Toe, Ko Way Lin, and other crony businesses, are mainly involved in transporting illegal military conscripts by water, according to an official from the Myeik District People’s Defense Force.

“If they continue to cooperate with the military council in recruiting soldiers for the military council, we will take effective action,” he told KIC.

Since last year, 2024, Myanmar citizens who were sentenced to various terms in Thailand have been transferred to Myanmar via Thailand on a monthly basis. The military council is also forcibly recruiting new military recruits from the repatriated Myanmar citizens.

In addition, the Myeik Township People’s Defense Force (PDF) is transporting 2,500 Myanmar citizens who were repatriated from Thailand and recruited by Myeik crony business groups to the Shwedagon Pagoda in Myeik, the Kyunsu Naval Base, and the regional central training schools in Plauk Town in white boats.

In a similar incident, 16 young men who were recruited for military training by the military council in Myeik, Tanintharyi Region, have also escaped from the military, and 2 of them contacted the Myeik Township People’s Defense Force (PDF) on March 6, according to PDF officials."
KNU,26/04/2025 16:29,"China, Thailand","Military Council jets bomb tin mines near Maktha village, Pagodas Su, near Maktha village, in the KNU-Karen National Union, Duplaya District/Brigade 6 area, according to local residents.

The Military Council jets bombed tin mines near Maktha village, Pagodas Su Township, near Maktha village, at around 6:30 a.m. on April 26, without any fighting, and dropped more than 30 bombs on Tin Mine No. (2) and (5), according to a local official.

The attack damaged a warehouse in the mine and caused no casualties, according to a local official in the KNU-administered area.

“At dawn, more than 30 bombs were dropped on the Y-12 and the brigade headquarters and the Maktha mine. What we can confirm at this time is that there was some damage to buildings. There were no casualties,” he told KIC.

The township administration official said that the airstrikes were likely related to the recent fighting on the Kyondo-Kawkweik road, without any fighting between the two sides.

The military council bombed the mining areas in late 2022, resulting in the deaths of some miners, including Chinese nationals. 

The mining industry, which has been operating under a permit since the military regime, is also operated by Thai, Chinese and related companies."
KNU,26/04/2025 23:53,Thailand,"Thai media reports second seizure of weapons destined for KNU

April 26, 2025. KIC 

Thai police have seized a second cache of weapons believed to be destined for the Karen National Union (KNU) in a condo in Bangkok, Thailand, according to Thai news reports.

On the evening of April 25, police from Than Son Hong police station raided a condo on Kyauk Taw (12) Lane, Thung Song Hong District, Bangkok, after receiving a tip that weapons were being stored, and seized a large amount of weapons and military equipment.

The seizure of such evidence led the building official to say that the resident of the apartment had left on April 12 and had not returned to the building.

On April 23, Thai police arrested two Thai nationals in Chiang Mai carrying weapons and ammunition, and searched a condominium in Bangkok after receiving a tip from the ringleaders.

The weapons and explosives seized in Bangkok are a follow-up to the Chiang Mai incident on April 23 when two Thai nationals were also arrested on Canal Road in Chiang Mai carrying weapons destined for the KNU, according to Thai media outlet Khaosod News.

The weapons and explosives seized in Chiang Mai were first seized in Chiang Mai and were destined for the KNU in Mae Sam Lap, Soc Mue Township, Mae Hong Son District, said Brigadier General Saw Shi Lay, Commander-in-Chief of the Karen National Defense Force (KNDO).

“The KNU itself has no plans to go to Thailand to buy weapons. So, those who were arrested now must have told the Thai authorities to sell them to the KNU, as they earn their living,” he told KIC.

In addition, it is difficult for the KNU to go to Thailand to buy weapons themselves, and it is possible that they are not selling them to the KNU but to the Karenni group on the border, Brigadier General Saw Shee Lay added.

Thai police are currently investigating the seized weapons and ammunition in order to arrest more ringleaders, according to Thai news reports."
KNU,28/04/2025 22:46,Thailand,"BGF says only 1,000 out of 8,575 migrant workers still to be sent back to their respective countries

April 28, 2025. KIC 

Out of 8,575 migrant workers identified in the Border Guard Force-BGF controlled area in Myawaddy, Kayin State, only 1,138 are still in custody to be sent back to their respective countries, said Lt. Col. Nai Maung Zaw, spokesman for the BGF, in an online Q&A with the media today.

The BGF, which has been working since last February to combat migrant smuggling, sent 254 migrant workers they had captured to their respective countries via the Myawaddy-Me Sot Friendship Bridge No. 2 on April 28, bringing the total number of people transferred to 7,437.

“The repatriation of foreigners that was suspended during the Thingyan holiday has resumed today. A total of 254 people were repatriated today. Out of the 8,000 we had in custody, 7,000 have been repatriated. As of today, 1,138 are still in custody. As promised, we will continue this with all the strength we have under our control,” Lt. Col. Nai Maw Zaw told the media.

During the BGF’s crackdown on the smuggling industry, the number of such activities around the controlled area has decreased and will be eradicated, Lt. Col. Nai Maw Zaw told KIC in response to a question.

The Democratic Karen Benevolent Army (DKBA), which controls the Kyauk Khet area along the Thai-Myanmar border, along with the BGF, has also been carrying out border crackdowns and repatriation of human trafficking victims since February.

However, some media outlets reported in early April that some tiger farming operations are still operating in Myawaddy Township and that new workers are being recruited.

Regarding this, the BGF told KIC, “We will accept these claims. We know what we are doing. We will continue to do it. There may be places where tiger farming is still operating. It is definitely not our place.”

On the other hand, the BGF said it is working to invite foreign investment and create employment opportunities for the local community. Therefore, the BGF has appealed to the local community to ease the restrictions imposed by neighboring countries on communication and trade, taking into account the local interests."
KNU,29/04/2025 14:25,"ASEAN, UN","NUG calls on UN, ASEAN and international community to take action against forced military recruitment

April 29, 2025. KIC 

The National Unity Government (NUG) on Tuesday night urged the UN, ASEAN and the international community to immediately impose effective sanctions on the military council to stop the military council’s forced military recruitment in Myanmar.

The NUG said the military council’s forced military recruitment constitutes human trafficking and a war crime against humanity.

The military council enacted the Civil Service Law in February 2024 and is currently widely recruiting young people between the ages of 18 and 35, according to the NUG.

The military council is also increasingly planning and arresting people in homes, workplaces and checkpoints to recruit them for military service, according to the NUG’s Human Rights Ministry.

“I was taken to Tamwe Township at night after work. They said you can’t do anything, you have to provide security in the buildings and houses. From there, you are sent to the Danyungon recruitment camp. If you run away, you are beaten in the yard,” said Naing Zin Lat, a defector from the Infantry Battalion (18) in a KNU-Karen National Union television interview released on April 27. 

The forced conscription includes underage youths, those with physical or mental disabilities who are not fit for military service, and the NUG pointed out that the military council and its affiliated organizations are collecting lists of eligible youths and extorting money from their families. 

Therefore, the United Nations, ASEAN members and the international community should urgently impose effective economic sanctions and aviation fuel to stop the military council’s actions. The NUG also called for a ban on arms exports.

In addition, the NUG added that neighboring countries should provide humanitarian assistance to those fleeing forced recruitment."
KNU,30/04/2025 14:22,Thailand,"Locals flee as military convoy enters Dawei-Hti Khe border

April 30, 2025. KIC 

Locals are fleeing as the military council entered the Dawei-Hti Khe border on April 29, according to Saya Yonathan of the Dawna Tanintharyi-Displaced Persons Support Group.

The military council convoy is around 200 strong and entered in three separate convoys, which is why local residents are fleeing. As a result, Saya Yonathan said that the number of displaced people in Tanintharyi Region has increased.

“There are tens of thousands of displaced people these days. Some displaced people have gone to the Thai border and are fleeing. In addition, there are more than five thousand local residents in this eastern border area alone,” he told KIC.

The military council’s troops are expected to reinforce the Htee Khie border to retake the Htee Khie strategic base, which was attacked and captured by the Karen National Liberation Army-KNLA on April 19, according to the revolutionary forces.

Due to the current military tension between the two sides, residents of Metta Township, the Htee Khie border area, Taung Thar Lone Village and Kyauk Mae Taung villages have been fleeing the war since the third week of April. The revolutionary forces said that residents of Tharet Ngok Village, Thinkan Don Village and Wakon Village have also been fleeing the war because of the new military column yesterday.

After the Karen National Liberation Army-KNLA and the People’s Defense Forces captured the Htee Khie border area of ​​the military council, the military council launched airstrikes on the Htee Khie border and Taung Thar Lone villages.

Local sources say that due to the current escalation of military operations in the area, residents of villages along the Dawei-Htee Khee road are fleeing the fighting."
KNU,30/04/2025 19:22,Thailand,"KNU says it will take action under its law against those who brought 5 million methamphetamine pills

April 30, 2025. KIC 

The Karen National Union-KNU Brigade (5) and Brigade (7) on the Thai-Burma border, on April 30, will take action under its law against those who brought 5 million methamphetamine pills, a drug that causes addiction, at Thu Mwe Hta (Myitsone) area, the junction of Brigade (7), Hpa-an District Karen National Police-KNPF.

The boat that was seized today at Thu Mwe Hta, Motado (Thit Set Gate) was seized by the Karen National Liberation Army-KNLA and two Karen nationals on board were also detained.

“The two people on the boat have been detained and are being questioned. At present, they are known to be from Thaw Lay Hta. We do not know exactly where they brought the drugs and where they are sending them. We have not been able to ask them yet. We will take action against those who are caught in accordance with the law,” said Lieutenant Colonel Saw Maung Kyi, commander of the KNPF in Hpa-an District.

Some Thai media outlets reported that the drugs, which were covered with tarpaulins and carried on the boat along the river, may have been intended for import and sale into Thailand.

Drug cases are defined as cases of cultivation, production, transportation, sale and use of drugs under the KNU’s criminal code, and drug use is most common in areas controlled by the KNU, according to the Hpa-an District Justice Department.

“When it comes to drugs, some people grow them, some produce them, transport them, and sell them,” said Hpa-an District Judge Pado Mahn Panthi. “The people who end up using them are more. The most affected are the users. There are also people who use drugs in our area. Therefore, we will only carry out awareness-raising activities under the Special Anti-Drug Law. There are no serious penalties. If there are a large number, you can be sentenced to long prison terms,” he told KIC.

The KNLA Central Command also issued a statement on March 25 saying that it opposes the production, distribution, and sale of drugs in its territory, just as the international community has opposed. If it is found that there is a crime, it will take action in accordance with existing laws."
KNU,02/05/2025 19:12,Thailand,"Thousands of locals flee as military council forces advance into Dawei Eastern Townships

May 2, 2025. KIC 

More than 3,000 locals have fled the area since the military council, with more than 200 troops, entered Dawei Township, Tanintharyi Region, on April 29, according to a person assisting displaced persons.

Locals from nearby villages including Thayet Ngok Village, Thinkandon Village, and Wakon Village in Dawei Township, are fleeing, a person assisting displaced persons said.

“There are around 3,000 displaced persons in the Eastern Townships. Most of the residents from the Karen villages in the Eastern Townships are fleeing to the Thai border. The military situation is likely to become more intense, so the residents who fled this time are likely to be in a long-term state of evacuation,” he told KIC.

He added that if the locals do not flee when the military council enters the area, they risk being arrested and killed without reason, bombed from the air, and used as human shields by the military council, which is why more people are being displaced than before.

In addition, the military council has been bombing from the air and targeting civilians with heavy weapons, and since April 20, more than 1,000 local residents have fled from Metta Township, Htee Khee border area, Taung Thar Lone Village, and Kyaukme Taung Village.

“The current situation is that there are more displaced people. And since it is raining, it is becoming necessary for those who are sheltering in the forests and mountains. Currently, we are solving the food issue as best we can,” said a person who is helping the displaced.

The military council forces in the eastern forest area have been using Kyaukme Taung, The revolutionary forces said that they are providing weapons and manpower to the military council camps on the Metta and Htee Khee borders via airstrikes."
KNU,03/05/2025 15:30,Thailand,"45 Online Freedom Writers Arrested in Three Months

May 3, 2025. KIC 

The military council has arrested 45 online freedom writers in the three months from February to April 2025 since the military took power in Myanmar, according to a research report compiled by the Myanmar Internet Project (MIP). 

The military council has arrested 21 online freedom writers in February, 16 in March, and 8 in April, bringing the total number of arrests to 45, according to the MIP. 

Among the arrests by the military council is a Rakhine woman from Yangon who criticized the bombing of Kyauk Ni Maw village in Rambre Township, Rakhine State, on social media last February. 

Similarly, the military council arrested and sentenced to three years in prison in March for criticizing the military council, according to the research report. 

The military council has also been carrying out internet shutdowns, currently in the upper townships of Sakai Region, the conflict-ridden Ban Maw Township, Rakhine, Shan, Karen, Karenni (Kayah), Mon, Tanintharyi, as well as Bago, Magway, and Kachin and Chin states. 

In addition, the military council has carried out 85 internet shutdowns nationwide in 2024, the highest number of internet shutdowns in the world, according to the Access Now report. 

The military council has also increased its internet surveillance of critics, according to an official from the Myanmar Internet Project. 

“The military council’s surveillance mechanisms over the public are getting stronger. 
We have also seen surveillance and arrests using the National Database. We have also seen the introduction of the MMQR system and preparations for artificial intelligence (AI),” he said. 

In addition, the military council has cut off internet and phone lines in areas where the revolutionary forces and the military council have clashed in Karen State and areas under the KNU’s administration, as well as in border areas such as Myawaddy and Pagoda Su Townships on the Thai border to combat the spread of the LTTE, according to locals and observers."
KNU,03/05/2025 17:38,UN,"IPCM releases list of journalists and exiled media

May 3, 2025. KIC 

The Independent Myanmar Press and Media Council (IPCM) released a list of journalists and exiled media (exile media) arrested and sentenced by the military council today (May 3) to mark World Press Freedom Day.

The list of journalists who have been arrested, shot, and sentenced to death by the military council up to May 3, 2025, when the military seized power, was compiled with the aim of promoting press freedom, justice for journalists, and honoring their work, said an IPCM consultant.

""For example, to compile a list of journalists still in prison, we have been monitoring and studying them from prison officials and people close to them, their families. This is also to get justice for journalists, to honor their work, and to protect press freedom in general. We are constantly updating it, but there are some that we do not have access to,"" he said at the ceremony.

According to the list compiled by IPCM, the military council detained at least 200 journalists during the coup, of which 40 journalists, 7 female and 33 male, are currently serving sentences in prisons across the country.

Of these, 11 journalists have been sentenced to a maximum of 10 years in prison, and 7 journalists have died as a result of the military council.

In addition, the military council has restricted freedom of expression, IPCM also presented a list of the challenges faced by exile media outlets, including the challenges they face as journalists are forced to leave their homes and work abroad due to the arrests and imprisonment of journalists.

IPCM Vice President U Ko Ko Zaw said, “After compiling this list, we found that most of the youth are working in exile media outlets. We also identified their need for assistance with health, legal issues, etc. We are working to present this to international donors, including the United Nations. Many have expressed interest in it,” he told the media.

The list of findings will be posted on IPCM’s official website, and further meetings with international donor organizations will be held soon, U Ko Ko Zaw added.

IPCM organized the online World Press Freedom Day event in two sessions. IPCM President Nan Phogay and Reporters Without Borders-RSF official Shataakshi Verma gave welcome remarks, followed by a presentation of the list of imprisoned journalists and the Exile Media Mapping in Session (1).

Then, in Session (2), relevant officials continued to discuss the situation of access to information and freedom of information during natural disasters, freedom of information in ethnic armed groups, and the situation of journalists.

In 1993, the United Nations General Assembly declared May 3 as World Press Freedom Day to commemorate the commitments made by governments around the world to press freedom."
KNU,05/05/2025 16:34,China,"Kyaukme Hospital Bombed for Second Time

May 5, 2025. KIC 

The TNLA said that the military council dropped two bombs on the public hospital in Kyaukme town, northern Shan State, controlled by the Ta’ang National Liberation Army-TNLA, at 11:15 a.m. on May 5.

The hospital was bombed by the military council on January 25, and local residents said that it was bombed again today for the second time.

The military council has been carrying out airstrikes on the TNLA-controlled Mogok town and Naungcho township since May.

In addition, since the failed peace talks in Kunming, China, the TNLA has been carrying out airstrikes on Mogok, Naungcho, and Kyaukme towns, including the TNLA-occupied towns, the statement said.

The military council said in a statement today that two local civilians were killed and nine others were injured in airstrikes and heavy artillery fire on areas controlled by the Ta’ang National Liberation Army (TNLA) last April."
